Job Title,Skills,Experience,Company Name,Location,Link,Job Role,Job Industry,Job Description
Quality Assurance - Lead Automation,"[' Automation testing', ' Mobile app testing', ' ios app testing', ' Selenium', ' Appium', ' Sikuli', ' Bit Bucket', ' Jenkins', ' API Test Automation']",6 - 10 years,Multi Recruit,Bengaluru / Bangalore,https://www.monsterindia.com/job-vacancy-quality-assurance-lead-automation-multi-recruit-bengaluru-bangalore-6-10-years-22950847.html?sig=js-1--1&from=&rfr=refine;loc=2;lmy=1;day=365;ref=%2F%2Fwww%2Emonsterindia%2Ecom%2Fjob%2Dsearch%2Ehtml;res_cnt=4%30&hlWords=,Software Engineer/ Programmer Education,IT/ Computers - Software ,"['Work with Quality Assurance, Business Analyst and Design Team to understand functional requirements.\xa0Take ownership of creating and maintaining Automation test scripts on multiple projects.\xa0Provide automation solutions for reducing the manual effort.\xa0Built/enhance a framework for others to work on.\xa0Writing the optimized script.\xa0Reviewing the automation script written by others.\xa0Defining the scope of automation.\xa0Perform thorough automated & manual testing.\xa0Take ownership of and defining test cases and creating integration and system test scripts on multiple projects.\xa0Requirements and Desired Skills & Experience.\xa0The ideal candidate should have at least 6 years of experience in Automation testing.\xa0This must include at least 3 years of automation testing of iOS mobile apps (iPhone and iPad applications) using any relevant tools and scripting language.\xa0Automation experience of Selenium, Appium, Sikuli is preferred.\xa0Report generation of the automation results and automated method of judging the PASS or FAIL conditions.\xa0Knowledge on Bit Bucket, Jenkins.\xa0Experience in API Test Automation is preferred.\xa0Well versed on Technical architecture of the applications worked upon.\xa0Should be able to mentor team.\xa0Ability to work cooperatively as a part of a global professional team that may be distributed across geographies and time zones.\xa0Ability to deliver in given timeframe with minimal managerial and technical support.\xa0Good organization, people management and time management skills.\xa0Good analytical and problem', ""solving skills.\xa0Good personal computer and business solutions software skills.\xa0Good communication skills to interact and present findings to team members.\xa0Good planning skills.\xa0 Qualifications: Bachelor's degree or equivalent combination of education and experience.\xa0Bachelor's degree in business, mathematics, engineering, management information systems, or computer science, or related field preferred.\xa0  Minimum/Maximum/ Work Experience Required: 6"", '10 Years  Annual CTC: Upto 15 LPA  Location(s) of Job: Bangalore  Minimum Education Requirements: BE/Btech ', ' (IIT/NIT/BIT) Only']"
Administration Head,"[' HR and Admin', ' HR Administration', ' Email Writing', ' Client Interaction', ' Executive Assistance', ' Admin Head']",5 - 6 years,Multi Recruit,Bengaluru / Bangalore,https://www.monsterindia.com/job-vacancy-administration-head-multi-recruit-bengaluru-bangalore-5-6-years-22849814.html?sig=js-1--1&from=&rfr=refine;loc=2;lmy=1;day=365;ref=%2F%2Fwww%2Emonsterindia%2Ecom%2Fjob%2Dsearch%2Ehtml;res_cnt=4%30&hlWords=,Administration Manager Education,Real Estate FunctionAdmin/S,"['We are looking for an Admin', ' Head / EA to CEO, only female candidate, who has close to 5', '6 years of experience in the Admin/ Finance & HR arena.\xa0Email communication.\xa0Knowledge about Finance Tally.\xa0Knowledge in Word, Excel, PPT.\xa0Client interactions.\xa0Attend Meetings.\xa0Ready to travel on client call.\xa0Bit of HR.\xa0 Minimum/Maximum/ Work Experience Required: Min 5 Years and Max 6 years\t  Annual CTC: 7.2 Lakhs  Location(s) of Job: Channel Mentor office, Basavangudi  Minimum Education Requirements: Graduation']"
Marketing Manager / Senior Marketing Manager,"[' Marketing', ' Marketing Manager', ' B2B', ' Product Marketing', ' Marketo', ' WordPress', ' Sales Force', ' Google Analytics', ' Google AdWords', ' LinkedIn', ' Facebook', ' Twitter']",8 - 10 years,Multi Recruit,Bengaluru / Bangalore,https://www.monsterindia.com/job-vacancy-marketing-manager-senior-marketing-manager-multi-recruit-bengaluru-bangalore-8-10-years-22950951.html?sig=js-1--1&from=&rfr=refine;loc=2;lmy=1;day=365;ref=%2F%2Fwww%2Emonsterindia%2Ecom%2Fjob%2Dsearch%2Ehtml;res_cnt=4%30&hlWords=,Marketing Manager Education,IT/ Computers - Software FunctionMarketing & Comm,"['Influence and support product management on the go', 'to', 'market strategy for upcoming major product release and execute a successful product launch.\xa0Drive the competitive positioning and detailed messaging for products and services and ensure stories are powerfully and consistently communicated across all channels, including digital, sales teams, product content, product demos and collateral.\xa0Deeply analyze and understand customers, buyers, market trends and competition using data analysis, surveys, in', 'depth interviews and other research methods.\xa0Collaborate with product management on pricing, packaging and product portfolio positioning to increase market share and achieve company goals.\xa0Empower marketing demand generation and sales teams to meet their goals with powerful tools, messages and content that helps drive buyer decisions.\xa0Create executive level and front', 'line support for product strategies, messages and launch plans.\xa0Orchestrates a robust content engine that supports cross', 'channels and drives multiple integrated campaigns. Responsible for ideating to creation of videos, whitepapers, webinars, digital content assets, etc.\xa0 Requirements: Candidate should be from a premium institute only (IIM/ IIT/ NIT or BITs).\xa010 years of B2B Product Marketing experience that includes leading all aspects of a successful product launch.\xa0Experience with Marketo, WordPress, SalesForce, Google Analytics, Goodle AdWords, LinkedIn, Facebook, Twitter.\xa0Solid writing ability with experience in content creation and authoring case studies.\xa0Strong problem solving and analytical ability, with track record of test & learn mindset.\xa0Exceptional ability to communicate effectively with multiple audiences, from C', 'level to entry level, internal and external.\xa0Proven experience leading cross', 'functional teams to create business results in a fast', 'paced environment.\xa0A customer', 'centric view with a passion for gaining customer insights and translating insights into strategies.\xa0Strong affinity for sales team success, prior sales experience a plus.\xa0Strong project management skills with the ability to juggle multiple projects and consistently meet deadlines and objectives.\xa0  Minimum/Maximum/ Work Experience Required: 8', '10 Years  Annual CTC: Open  Location(s) of Job: Bangalore  Minimum Education Requirements: Any Graduate ', ' (IIT/NIT/BIT) Only']"
Sales Manager,"[' Sales Specialist', ' IT Sales', ' Business Development', ' HVAC Sales', ' Sales Manager', ' Sales Engineer']",3 - 6 years,Multi Recruit,Bengaluru / Bangalore,https://www.monsterindia.com/job-vacancy-sales-manager-multi-recruit-bengaluru-bangalore-3-6-years-22852791.html?sig=js-1--1&from=&rfr=refine;loc=2;lmy=1;day=365;ref=%2F%2Fwww%2Emonsterindia%2Ecom%2Fjob%2Dsearch%2Ehtml;res_cnt=4%30&hlWords=,Business Development Manager Education,IT/ Computers - Software FunctionSales/ Business D,"['Identifies business opportunities by identifying prospects and evaluating their position in the industry; researching and analyzing sales options within existing accounts and generate new accounts.\xa0Sells products by establishing contact and developing relationships with prospects; recommending solutions.\xa0Maintains relationships with clients by providing support, information, and guidance; researching and recommending new opportunities; recommending profit and service improvements.\xa0Identifies product improvements or new products by remaining current on industry trends, market activities, and competitors.\xa0Prepares reports by collecting, analyzing, and summarizing information.\xa0Maintains quality service by establishing and enforcing organization standards.\xa0Maintains professional and technical knowledge by attending educational workshops; reviewing professional publications; establishing personal networks; benchmarking state', 'of', 'the', 'art practices; participating in professional societies.\xa0Contributes to team effort by accomplishing related results as needed.\xa0Assist in identifying, evaluating business opportunities and new principals.\xa0Contribute significantly to the implementation of sales strategies and build awareness credibility with employees and key clients.\xa0Regular Follow', ""up with the customer regarding tenders, orders and timely collections of AR.\xa0Maintain knowledge and awareness of competitors' products, pricing, discount structures, and overall strengths and weaknesses.\xa0Maintain good relationships with the OEM's and existing clients.\xa0Attend regular training sessions on technical (such as new solutions, products, and technologies) and commercial aspects of Business development and continuous knowledge enhancements thru training and certifications.\xa0Follow the organization's reporting guidelines and update the same to the Reporting Manager and regular updating of the CRM Tool.\xa0Achieve set targets in terms of revenue, profitability & other result areas for the given period.\xa0Handle related responsibilities to the Role which may change from time to time.\xa0Good communication skills.\xa0Good interpersonal skills and collaboration.\xa0Minimum/Maximum/ Work Experience Required: 3"", '6 yrs Annual CTC: Open Location(s) of Job: Bangalore JP NAGAR Minimum Education Requirements: Any Graduation']"
UI Engineer,"[' Backbone', ' Angular', ' React', ' Vue.js', ' Ember', ' Sass', ' Frameworks', ' CSS', ' Babel', ' Webpack', ' Gulp', ' NPM-scripts']",5 - 8 years,Multi Recruit,Bengaluru / Bangalore,https://www.monsterindia.com/job-vacancy-ui-engineer-multi-recruit-bengaluru-bangalore-5-8-years-22951034.html?sig=js-1--1&from=&rfr=refine;loc=2;lmy=1;day=365;ref=%2F%2Fwww%2Emonsterindia%2Ecom%2Fjob%2Dsearch%2Ehtml;res_cnt=4%30&hlWords=,Software Engineer/ Programmer Education,IT/ Computers - Software ,"['Understand Seven Lakes definition of success and align your efforts to help them meet their goals.\xa0Develop new product features and new applications within an Agile environment.\xa0Build reusable code and libraries for future use.\xa0Write well', 'designed, testable, efficient code using the latest development best practices.\xa0Collaborate with designers to implement and improve design comps.\xa0Optimize applications for maximum speed and scalability.\xa0Stay up', 'to', 'date on emerging technologies.\xa0Contribute to the continuous improvement of the development process.\xa0 Requirements: Passion to build world class UI design\xa05+ years of experience developing web applications with modern JavaScript programming frameworks, tooling and libraries (such as Backbone, Angular, React, Vue.js, Ember) and CSS pre', 'processing frameworks (such as Sass or Less)\xa0Minimum one', 'year experience in developing React.js applications in team environment.\xa0Experience with state management frameworks like Redux\xa0Experience writing unit tests\xa0Familiarity with common front', 'end development tools such as Babel, Webpack, gulp, npm', 'scripts etc.\xa0  Minimum/Maximum/ Work Experience Required: 5+ Years  Annual CTC: Upto 15 LPA  Location(s) of Job: Bangalore  Minimum Education Requirements: BE/Btech ', ' (IIT/NIT/BIT) Only']"
Accounts Executive,"[' Accounts', ' Tally', '  Accounts Executive', '  Accountant']",2 - 4 years,Multi Recruit,Bengaluru / Bangalore,https://www.monsterindia.com/job-vacancy-accounts-executive-multi-recruit-bengaluru-bangalore-2-4-years-22864116.html?sig=js-1--1&from=&rfr=refine;loc=2;lmy=1;day=365;ref=%2F%2Fwww%2Emonsterindia%2Ecom%2Fjob%2Dsearch%2Ehtml;res_cnt=4%30&hlWords=,Accountant Education,Banking/ Financial Services FunctionFinance ,"['Proficient in Excel and Tally\xa0Daily ledgers\xa0Invoicing\xa0Customer/Vendor follow ups and coordination for finance related issues\xa0Accounts to be maintained for the textile firm\xa0Will be a part of a dynamic group of individuals and other senior Accounts/finance team.\xa0 Minimum/Maximum/ Work Experience Required: 2', '4 years  Annual CTC: upto 4 lacs  Location(s) of Job: Bangalore ', ' Bommanahalli Industrial Area, Hosur Road, Bangalore  Minimum Education Requirements: Any Graduate  No of rounds of Interviews: 02 Rounds']"
Windows App Developer,"[' Windows Application', ' Windows App Developer', ' WPF', ' Silverlight', ' C#', ' Generics', ' Reflection', ' Data', ' System', ' OOD/OOP']",5 - 8 years,Multi Recruit,Bengaluru / Bangalore,https://www.monsterindia.com/job-vacancy-windows-app-developer-multi-recruit-bengaluru-bangalore-5-8-years-22951257.html?sig=js-1--1&from=&rfr=refine;loc=2;lmy=1;day=365;ref=%2F%2Fwww%2Emonsterindia%2Ecom%2Fjob%2Dsearch%2Ehtml;res_cnt=4%30&hlWords=,Software Engineer/ Programmer Education,IT/ Computers - Software ,"['Develop and maintain windows applications on WPF and related technologies.\xa0Perform application design, development, unit testing, supports UAT, Deployment\xa0Be involved in release process and be a point of contact of the applications you are taking up\xa0Perform code review sessions & suggest improvements or alternatives when appropriate\xa0Follow development standards and promote best practices\xa0 Requirements & Qualifications: At least 5 years of development experience. Engineering in computer science or information systems\xa0B. tech is mandatory\xa0 Must have: WPF/Silverlight expertise\xa0C# (.Net 3.5 and above) Generics, Reflection, Data, System etc.\xa0Object Oriented Design/Programming (OOD/OOP)\xa0LINQ, ADO.net., Design patterns like MVVM, MVC or Prism.\xa0Jenkins/continuous integration/deployment.\xa0Entity Framework 4.3 and above.\xa0  Minimum/Maximum/ Work Experience Required: 5', '8 Years  Annual CTC: Upto 10 LPA  Location(s) of Job: Bangalore  Minimum Education Requirements: BE, BCA, B.Tech or M.Tech']"
HR Officer,"[' HR Policies', ' HR Officer', ' Assistant Manager', ' Manpower', ' Performance Management System']",2 - 3 years,Multi Recruit,Bengaluru / Bangalore,https://www.monsterindia.com/job-vacancy-hr-officer-multi-recruit-bengaluru-bangalore-2-3-years-22864224.html?sig=js-1--1&from=&rfr=refine;loc=2;lmy=1;day=365;ref=%2F%2Fwww%2Emonsterindia%2Ecom%2Fjob%2Dsearch%2Ehtml;res_cnt=4%30&hlWords=,HR Executive / Recruiter Education,Travel/ Tourism FunctionHuman,"['Supervising the jobs carried out at the Department.\xa0Assisting Manager', 'HR in planning Manpower requirement of the hotel.\xa0Preliminary Interviews.\xa0Inducting a new incumbent into the company.\xa0Attend to staff grievances and counseling of staff.\xa0Organizing Staff Cultural / Sports activities, picnics and other events.\xa0Performance Appraisals / Performance Management System.\xa0Monitoring compliance of statutory formalities.\xa0To handle the statutory inspections by concerned authorities.\xa0Preparing and monitoring payroll and related expenses of the Hotel.\xa0Promotions / Increments to Staff.\xa0Staff Welfare.\xa0Exit Interview & Analysis of the same.\xa0Ensuring an updated Human Resource Information System.\xa0Administration of Staff Cafeteria.\xa0Preparation of various reports to Corporate HR.\xa0Handling disciplinary issues.\xa0Compliance & implementation of HR Policies.\xa0To assist Manager HR to review the job descriptions for all categories every two years.\xa0Co', 'ordinating with company lawyer on court cases.\xa0Conducting CFID & Cafeteria Committee Meetings.\xa0To implement wage settlement.\xa0Implementation of TBEM processes.\xa0Updation of STARS.\xa0Filing.\xa0 Inter', 'departmental Co', 'ordination: To co', ' ordinate with all the departments for smooth functioning of the organization.\xa0 NOTE: In addition to the above functions, any other assignment / job given by the Management occasionally or on a daily basis to be performed respectively reactions are made when possible.\xa0  Minimum/Maximum/ Work Experience Required: 2', '3 Years  Annual CTC: 360000  Location(s) of Job: Bangalore Yeshwanthpur  Minimum Education Requirements: Any Graduation  No of rounds of Interviews: 3']"
Interior Designer,"[' Interior Designer', ' Interior Designing', ' Google Sketch Up', ' Auto Cad', ' Modular Kitchen', ' Wardrobe Designing', ' Interior Architect', ' AutoCAD', ' Google Sketch-Up', ' 3ds max', ' KCD software', ' CorelDraw', ' Photoshop']",4 - 5 years,Multi Recruit,Bengaluru / Bangalore,https://www.monsterindia.com/job-vacancy-interior-designer-multi-recruit-bengaluru-bangalore-4-5-years-22816230.html?sig=js-1--1&from=&rfr=refine;loc=2;lmy=1;day=365;ref=%2F%2Fwww%2Emonsterindia%2Ecom%2Fjob%2Dsearch%2Ehtml;res_cnt=4%30&hlWords=,Other Roles Education,,"['Experience 4', '5 years of experience in interior designing in residential spaces and directly handled design aspect and execution for clients.\xa0Should have developed initial presentations, 2D and 3D Drawings for clients.\xa0Should have experience in executing Factory/Production Drawings and handing site related queries and rectifications.\xa0Should have prior experience of working with a reputed interior designing firm specialized in modular furniture.\xa0Should have independently worked with home owners in the total process of design, material selection, execution of work at site.\xa0Sound knowledge about relevant Materials and finishes.\xa0Patience and skill to handle individual customer requirements and co', 'ordinate with the manufacturing unit.\xa0Should be able to understand customer requirement and take up client meetings.\xa0Should be aware of the latest trends in the market for home designing.\xa0 Specific Skill Set: AutoCAD, Google Sketch', 'Up, 3ds max, KCD software, CorelDraw, Photoshop, Microsoft Office, other relevant designing software such as Revit, etc.  Minimum/Maximum/ Work Experience Required: 4', '5 Years  Annual CTC: 5', '8.5 lakhs  Location(s) of Job: Bengaluru  Minimum Education Requirements: Masters/Bachelor in Architecture or equivalent interior design course from a reputed institution  No of rounds of Interviews: 2  Number of Vacancies: 1']"
Technical Leader,"[' .NET framework 4.x', ' C#', ' ASP.NET MVC5', ' including SOAP', ' RESTful', ' .NET', ' MySQL', ' SQL']",7 - 10 years,Multi Recruit,Bengaluru / Bangalore,https://www.monsterindia.com/job-vacancy-technical-leader-multi-recruit-bengaluru-bangalore-7-10-years-22864433.html?sig=js-1--1&from=&rfr=refine;loc=2;lmy=1;day=365;ref=%2F%2Fwww%2Emonsterindia%2Ecom%2Fjob%2Dsearch%2Ehtml;res_cnt=4%30&hlWords=,Team Leader/ Technical Leader Education,IT/ Computers - Software ,"['Management of software development tasks, contributing to project deliverables and validating the quality of deliverables.\xa0Lead in designing, specifying and selecting information system solutions, considering functionality, data, security, integration, infrastructure, and performance.\xa0Work with the Delivery Manager and Business Analyst to develop a high', 'level project schedule, resource plans for implementation projects.\xa0Participate in the process flow analysis and process redesign along with the Delivery Manager.\xa0Production of technical design and specification documentation at appropriate levels of granularity, which can be understood by technical, functional and business audiences.\xa0Provide current best practice and solution alternatives as part of the functional design document.\xa0Participate and lead, if needed, the project meetings with the leads.\xa0Working directly with stakeholders to help refine product roadmaps and requirements.\xa0Develop future web architecture and design a structure that is stable, scalable, resilient and performant.\xa0Act as visionary and strategist for solution product area.\xa0Write, or direct the writing of white papers that add further insight and thought in the solution area.\xa0Mentor and guide a team of direct reports.\xa0Preferred Skills:Must have hands', 'on expertise in Microsoft technologies: .NET framework 4.x, C#, ASP.NET MVC5, including SOAP, RESTful, .NET and related technologies (JSON, XML, etc.), version control git flow and Database technologies (MySQL, SQL, stored procedures).\xa0Knowledge in web', 'based systems architecture, service', 'based architecture, enterprise application architecture as well as experience managing expectations when balancing alternatives.\xa0Good knowledge and understanding of Web Service APIs for integration purposes.\xa0Should have participated in, and be familiar with, Agile (Scrum) or other project methodology practices.\xa0Self', 'starter with the ability to appropriately prioritize and plan complex work in a rapidly changing environment with new technologies.\xa0Team player with experience leading and collaborating cross', 'team to ensure successful delivery of the product.\xa0Qualification: MCA/B.E./B.Tech (Computer Science) from a reputed institute.Experience: Minimum 7 years industry experience.']"
Sales Executive,"[' Sales', ' Sales Officer', ' Packaging Sales', ' Printing Sales', ' Commercial Printing Sales', ' Sales Executive', ' Business Development', ' BDE']",2 - 4 years,Multi Recruit,Bengaluru / Bangalore,https://www.monsterindia.com/job-vacancy-sales-executive-multi-recruit-bengaluru-bangalore-2-4-years-22955342.html?sig=js-1--1&from=&rfr=refine;loc=2;lmy=1;day=365;ref=%2F%2Fwww%2Emonsterindia%2Ecom%2Fjob%2Dsearch%2Ehtml;res_cnt=4%30&hlWords=,Sales Exec/ Sales Representative Education,Printing/ Packaging FunctionSales/ Business D,"['Achieve revenue targets within operating budgets.\xa0Perform Prospecting Activities and maintain a sufficient base of prospects that will enable completion of sales targets.\xa0Prospecting activities include cold calling, proposal writing, product demonstrations, and customer analysis and needs assessment.\xa0Achieve revenue targets within operating budgets.\xa0Perform Prospecting Activities and maintain a sufficient base of prospects that will enable completion of sales targets.\xa0Prospecting activities include cold calling, proposal writing, product demonstrations, and customer analysis and needs assessment.\xa0 Key Functions & Roles of the Candidate: Excellent presentation & communication skills.\xa0Ability to develop business contacts and relationships at all levels of an organization.\xa0Knowledge and understanding of the market trends.\xa0Business concepts and processes.\xa0People Management.\xa0  Minimum/Maximum/ Work Experience Required: 2 to 4\tYears  Annual CTC: 4 lakhs + SIP  Location(s) of Job: Bengaluru  Minimum Education Requirements: Degree']"
Senior Hardware Embedded Engineer,"[' EMI', ' AMC', ' BLDC & PMSM', ' Power Electronics', ' Embedded Hardware', ' Hardware Embedded Engineer', ' Embedded Engineer']",6 - 7 years,Multi Recruit,Bengaluru / Bangalore,https://www.monsterindia.com/job-vacancy-senior-hardware-embedded-engineer-multi-recruit-bengaluru-bangalore-6-7-years-22955829.html?sig=js-1--1&from=&rfr=refine;loc=2;lmy=1;day=365;ref=%2F%2Fwww%2Emonsterindia%2Ecom%2Fjob%2Dsearch%2Ehtml;res_cnt=4%30&hlWords=,Hardware Design Engineer Education,IT/ Computers - Hardware ,"['Must be a expert in Power electronics\xa0B.Tech and M.Tech in Power electronics\xa0Must have 6', '7 Years experience\xa0Should be worked in motor drivers ', ' upto 20 KW (induction motor, BLDC & PMSM)\xa0Should possess adequate knowledge on EMI/AMC/ Radiation)\xa0Should possess adequate knowledge on certifications of motor drives\xa0A very good knowledge on Embedded hardware/ Microcontroller etc\xa0 Minimum/Maximum/ Work Experience Required: 6 ', ' 7 Years  Location(s) of Job: Chennai  Minimum Education Requirements: Any graduate.']"
MIS Executive,"[' MS OFFICE', ' Excel', ' PowerPoint', ' Data Handling']",1 - 3 years,Multi Recruit,Bengaluru / Bangalore,https://www.monsterindia.com/job-vacancy-mis-executive-multi-recruit-bengaluru-bangalore-1-3-years-22973145.html?sig=js-1--1&from=&rfr=refine;loc=2;lmy=1;day=365;ref=%2F%2Fwww%2Emonsterindia%2Ecom%2Fjob%2Dsearch%2Ehtml;res_cnt=4%30&hlWords=,Other Roles Education,IT/ Computers ,"['Knowledge in Excel/ Advance excel/ Data handling\xa0Good communication skills and Excellent team player.\xa0Always having attitude towards work completion with dedication\xa0Good Knowledge on MS OFFICE, Excel, PowerPoint\xa0Good Knowledge on Microsoft Windows 2007.\xa0  Education Qualification:Graduation  Minimum/Maximum/ Work Experience Required: 1', '3 Years  Annual CTC: upto 3 lacs  Number of Vacancies: 1  Location(s) of Job: Bangalore']"
C# Developer,"[' C#', ' Webservices-REST', ' REST', ' SOAP', ' WSDL', ' C# Developer']",4 - 6 years,Multi Recruit,Bengaluru / Bangalore,https://www.monsterindia.com/job-vacancy-c-developer-multi-recruit-bengaluru-bangalore-4-6-years-22870744.html?sig=js-1--1&from=&rfr=refine;loc=2;lmy=1;day=365;ref=%2F%2Fwww%2Emonsterindia%2Ecom%2Fjob%2Dsearch%2Ehtml;res_cnt=4%30&hlWords=,Software Engineer/ Programmer Education,IT/ Computers - Software ,"['Proficient in C#, with a good knowledge of its ecosystems.\xa0Familiarity with the .NET framework (you may specify particular versions based on your requirements).\xa0Familiarity with the Mono framework.\xa0Strong understanding of object', 'oriented programming.\xa0Skill for writing reusable C# libraries.\xa0Familiar with various design and architectural patterns.\xa0Knowledge of concurrency patterns in C#.\xa0Familiarity with Microsoft SQL Server.\xa0Experience with popular web application frameworks, such as Nancy.\xa0Familiarity with Windows Presentation Framework.\xa0The knack for writing clean, readable C# code.\xa0Understanding fundamental design principles behind a scalable application.\xa0Creating database schemas that represent and support business processes.\xa0Basic understanding of Common Language Runtime (CLR), its limitations, weaknesses, and workarounds.\xa0Implementing automated testing platforms and unit tests.\xa0Proficient understanding of code versioning tools (such as Git, SVN, and Mercurial).\xa0Familiarity with continuous integration\xa0Minimum/Maximum/ Work Experience Required: 4', '6 years Annual CTC: Upto 12 lacs Location(s) of Job: Bangalore Manyata Tech Park Minimum Education Requirements: Any Graduate']"
